"operator","technology","download","speed_kbps","signal_strength","lsa"
"JIO","4G","download","49641","-90","Kolkata"
"JIO","4G","upload","21509","-67","Haryana"
"JIO","4G","upload","9414","-90","Tamil Nadu"
"AIRTEL","4G","download","13095","-97","Haryana"
"AIRTEL","4G","upload","4067","-102","Gujarat"
"AIRTEL","4G","upload","1163","-101","Haryana"
"JIO","4G","download","5667","-88","Haryana"
"Vi India","4G","upload","22613","-84","Tamil Nadu"
"AIRTEL","4G","download","21589","-106","Rajasthan"
"JIO","4G","download","2505","-100","Haryana"
"JIO","4G","upload","9169","-90","Tamil Nadu"
"JIO","4G","upload","7840","-79","Haryana"
"AIRTEL","4G","download","9063","-106","Haryana"
"JIO","4G","download","61528","-90","Kolkata"
"JIO","4G","download","1867","-97","UP East"
"AIRTEL","4G","upload","8165","-99","Himachal Pradesh"
"JIO","4G","upload","181","na","Gujarat"
"AIRTEL","4G","download","20612","-96","Haryana"
"JIO","4G","download","2711","-98","Punjab"
"JIO","4G","upload","9374","-90","Tamil Nadu"
"AIRTEL","4G","download","4142","-76","UP East"
"JIO","4G","upload","527","-101","Haryana"
"JIO","4G","download","84489","-90","Delhi"
"AIRTEL","4G","download","527","-83","Haryana"
"JIO","4G","download","1337","-105","Haryana"
"JIO","4G","download","10042","-107","Himachal Pradesh"
"JIO","4G","download","73598","-90","Tamil Nadu"
"JIO","4G","download","69769","-90","Gujarat"
"AIRTEL","4G","download","46227","-99","Chennai"
"JIO","4G","upload","2440","-100","Bihar"
"JIO","4G","upload","9259","-90","Tamil Nadu"
"JIO","4G","download","72613","-90","Tamil Nadu"
"JIO","4G","upload","2377","-102","Haryana"
"JIO","4G","upload","9331","-90","Gujarat"
"JIO","4G","upload","591","-112","Haryana"
"AIRTEL","4G","download","28551","-80","Haryana"
"AIRTEL","4G","download","9300","-99","Haryana"
"JIO","4G","download","45356","-90","Delhi"
"JIO","4G","upload","915","-102","Haryana"
"JIO","4G","download","856","-84","West Bengal"
"AIRTEL","4G","upload","21361","-95","Haryana"
"JIO","4G","upload","2573","-80","Rajasthan"
"JIO","4G","upload","8598","-90","Rajasthan"
"JIO","4G","upload","1193","-99","Haryana"
"JIO","4G","upload","8859","-90","Bihar"
"AIRTEL","4G","upload","5786","-102","Haryana"
"JIO","4G","download","73492","-90","Rajasthan"
"AIRTEL","4G","upload","3002","-104","Haryana"
"JIO","4G","upload","8550","-90","Rajasthan"
"AIRTEL","4G","upload","1211","-107","Haryana"
"AIRTEL","4G","upload","1404","-77","Haryana"
"AIRTEL","4G","upload","730","na","Kerala"
"Vi India","4G","upload","27218","-86","Haryana"
"AIRTEL","4G","upload","106","-107","Haryana"
"AIRTEL","4G","download","35300","-94","Haryana"
"AIRTEL","4G","download","890","-101","UP East"
"JIO","4G","download","2514","na","Haryana"
"JIO","4G","download","82799","-90","Bihar"
"JIO","4G","download","88227","-90","Rajasthan"
"AIRTEL","4G","download","14748","-98","Haryana"
"AIRTEL","4G","download","11476","-105","Maharashtra"
"JIO","4G","upload","2571","-106","Delhi"
"JIO","4G","download","65895","-90","Bihar"
"JIO","4G","upload","3649","-90","Bihar"
"JIO","4G","download","13471","-93","Haryana"
"JIO","4G","upload","23746","-87","Haryana"
"JIO","4G","upload","9496","-90","Tamil Nadu"
"AIRTEL","4G","upload","568","-105","Karnataka"
"JIO","4G","download","10514","-104","Gujarat"
"JIO","4G","upload","3847","-90","Maharashtra"
"AIRTEL","4G","upload","1082","-94","Haryana"
"JIO","4G","download","3917","-104","Tamil Nadu"
"JIO","4G","download","20393","-103","Haryana"
"AIRTEL","4G","download","4141","-109","Haryana"
"AIRTEL","4G","upload","2708","na","Kolkata"
"JIO","4G","download","14472","-104","Gujarat"
"JIO","4G","download","26960","-94","Haryana"
"JIO","4G","upload","24959","-73","Rajasthan"
"JIO","4G","upload","4502","-99","Kerala"
"JIO","4G","download","8709","-91","Haryana"
"AIRTEL","4G","download","10625","-99","Haryana"
"JIO","4G","upload","883","-104","Kolkata"
"JIO","4G","upload","11476","-76","Madhya Pradesh"
"AIRTEL","4G","download","8197","-107","Kerala"
"AIRTEL","4G","upload","9801","-93","Haryana"
"AIRTEL","4G","upload","1484","-105","Haryana"
"JIO","4G","upload","11455","-90","Haryana"
"JIO","4G","download","15317","-106","Haryana"
"AIRTEL","4G","download","5302","-102","Haryana"
"AIRTEL","4G","upload","2128","-112","Bihar"
"JIO","4G","download","3225","-107","Haryana"
"JIO","4G","upload","4209","-82","Assam"
"AIRTEL","4G","upload","16833","-65","Haryana"
"JIO","4G","download","1733","-100","Karnataka"
"AIRTEL","4G","download","10338","-92","North East"
"JIO","4G","download","25636","-101","Haryana"
"JIO","4G","upload","1891","-90","Haryana"
"JIO","4G","upload","2647","-91","UP West"
"AIRTEL","4G","download","57757","-100","Haryana"
"AIRTEL","4G","download","7701","-86","Mumbai"
"JIO","4G","download","533","-99","Haryana"
"AIRTEL","4G","download","1063","-82","Haryana"
"Vi India","4G","upload","17535","-91","UP West"
"AIRTEL","4G","upload","7570","-105","Haryana"
"AIRTEL","4G","upload","3499","-106","Haryana"
"JIO","4G","upload","2525","-90","Bihar"
"AIRTEL","4G","upload","9868","-67","Orissa"
"JIO","4G","download","14393","-110","Haryana"
"JIO","4G","download","4977","na","Kerala"
"JIO","4G","download","7058","-98","Haryana"
"JIO","4G","download","7185","-105","Haryana"
"JIO","4G","download","3239","na","Andhra Pradesh"
"JIO","4G","upload","4382","-90","Bihar"
"JIO","4G","upload","6231","-90","Bihar"
"JIO","4G","download","957","-110","Haryana"
"JIO","4G","download","13499","-98","Madhya Pradesh"
"AIRTEL","4G","download","2187","na","Chennai"
"JIO","4G","upload","5924","-90","Bihar"
"JIO","4G","download","26465","-79","Haryana"
"AIRTEL","4G","download","7862","-98","Maharashtra"
"AIRTEL","4G","download","8","-90","UP East"
"AIRTEL","4G","upload","8155","-89","UP East"
"AIRTEL","4G","upload","124","-109","Haryana"
"JIO","4G","download","3960","-85","Haryana"
"JIO","4G","download","5272","-107","Haryana"
"AIRTEL","4G","upload","2720","-100","Haryana"
"JIO","4G","download","20134","-89","Haryana"
"AIRTEL","4G","download","22967","-87","Haryana"
"JIO","4G","download","13996","-75","Haryana"
"CELLONE","3G","download","4890","na","Haryana"
"JIO","4G","upload","8443","-90","Bihar"
"JIO","4G","download","4250","na","Andhra Pradesh"
"JIO","4G","download","2822","-83","Maharashtra"
"JIO","4G","download","12022","-96","Haryana"
"AIRTEL","4G","download","11751","-108","Maharashtra"
"JIO","4G","download","1298","-99","Kolkata"
"AIRTEL","4G","download","2041","-102","Haryana"
"JIO","4G","upload","267","-89","Haryana"
"AIRTEL","4G","download","22647","-91","UP East"
"AIRTEL","4G","upload","2116","-86","Haryana"
"JIO","4G","upload","8486","-90","Bihar"
"AIRTEL","4G","upload","89","-107","Haryana"
"JIO","4G","download","16818","-58","Haryana"
"JIO","4G","upload","11413","-70","Andhra Pradesh"
"AIRTEL","4G","upload","12254","-90","Haryana"
"JIO","4G","download","82462","-90","Bihar"
"AIRTEL","4G","download","15345","-97","Haryana"
"JIO","4G","download","1835","-102","Haryana"
"JIO","4G","upload","4926","-71","Punjab"
"JIO","4G","upload","245","na","Gujarat"
"AIRTEL","4G","upload","6162","-96","Haryana"
"JIO","4G","download","760","-99","Haryana"
"AIRTEL","4G","upload","313","na","Haryana"
"AIRTEL","4G","download","1655","na","UP West"
"AIRTEL","4G","upload","3414","-106","Haryana"
"AIRTEL","4G","upload","5886","-89","Haryana"
"JIO","4G","download","7982","-100","Haryana"
"JIO","4G","upload","1009","-101","Haryana"
"JIO","4G","upload","947","-89","Madhya Pradesh"
"JIO","4G","upload","751","na","Madhya Pradesh"
"JIO","4G","download","1987","-110","Haryana"
"AIRTEL","4G","upload","127","-99","Gujarat"
"JIO","4G","download","15289","-83","Haryana"
"AIRTEL","4G","download","18240","-89","Haryana"
"JIO","4G","download","5105","-107","Kerala"
"AIRTEL","4G","upload","172","-108","Haryana"
"JIO","4G","upload","1748","-104","Haryana"
"JIO","4G","upload","806","na","Kerala"
"AIRTEL","4G","upload","7701","-93","Haryana"
"AIRTEL","4G","upload","533","-110","Haryana"
"JIO","4G","download","2152","-105","Maharashtra"
"JIO","4G","upload","7","-98","Haryana"
"AIRTEL","4G","download","7478","-105","Haryana"
"Vi India","4G","download","804","-107","Gujarat"
"AIRTEL","4G","upload","10119","-102","Haryana"
"AIRTEL","4G","download","7970","-93","Punjab"
"AIRTEL","4G","upload","1720","-77","Haryana"
"AIRTEL","4G","download","2298","-96","Maharashtra"
"Vi India","4G","upload","2030","na","Madhya Pradesh"
"JIO","4G","upload","7609","-90","Rajasthan"
"JIO","4G","upload","1445","-75","Tamil Nadu"
"JIO","4G","upload","67","-106","Haryana"
"Vi India","4G","upload","1504","-105","Madhya Pradesh"
"AIRTEL","4G","upload","14513","-81","Haryana"
"JIO","4G","upload","21735","-86","UP East"
"JIO","4G","download","14897","-73","Haryana"
"JIO","4G","upload","24374","-99","Haryana"
"AIRTEL","4G","download","27398","-111","Andhra Pradesh"
"JIO","4G","download","590","na","Tamil Nadu"
"AIRTEL","4G","upload","612","-109","Madhya Pradesh"
"JIO","4G","download","1165","-78","Haryana"
"AIRTEL","4G","upload","1312","na","Delhi"
"AIRTEL","4G","upload","2988","-89","Haryana"
"JIO","4G","download","3718","-84","Maharashtra"
"AIRTEL","4G","upload","2253","-96","Haryana"
"JIO","4G","upload","2177","-96","Gujarat"
"JIO","4G","download","52571","-81","Haryana"
"JIO","4G","download","11017","-110","Bihar"
"AIRTEL","4G","download","49618","-93","West Bengal"
"AIRTEL","4G","download","31872","-98","Haryana"
"AIRTEL","4G","download","21248","-92","Haryana"
"JIO","4G","download","4241","-107","Haryana"
"AIRTEL","4G","download","10126","-107","Haryana"
"JIO","4G","download","2683","-105","Haryana"
"JIO","4G","download","14353","-86","Haryana"
"AIRTEL","4G","upload","9445","-93","Haryana"
"JIO","4G","download","39214","-74","Rajasthan"
"AIRTEL","4G","upload","1072","-110","Haryana"
"JIO","4G","download","57560","-94","Maharashtra"
"JIO","4G","download","44228","-76","Haryana"
"AIRTEL","4G","upload","1739","-105","Haryana"
"JIO","4G","upload","686","na","Rajasthan"
"JIO","4G","upload","12944","-108","Haryana"
"AIRTEL","4G","upload","136","-106","Haryana"
"JIO","4G","upload","243","na","Haryana"
"AIRTEL","4G","download","22872","-101","Kerala"
"JIO","4G","upload","14855","-94","Karnataka"
"AIRTEL","4G","upload","198","-101","Delhi"
"AIRTEL","4G","upload","1267","-105","Delhi"
"JIO","4G","upload","27947","-81","Haryana"
"Vi India","4G","upload","1349","na","Kerala"
"AIRTEL","4G","download","45149","-95","Orissa"
"AIRTEL","4G","download","21330","-110","Haryana"
"AIRTEL","4G","upload","2696","-94","Haryana"
"JIO","4G","upload","236","-98","Haryana"
"AIRTEL","4G","download","26377","-83","Haryana"
"AIRTEL","4G","upload","191","-100","Bihar"
"AIRTEL","4G","upload","19992","-92","Karnataka"
"AIRTEL","4G","upload","278","-92","Haryana"
"AIRTEL","4G","upload","2427","na","Haryana"
"AIRTEL","4G","download","17899","-103","Bihar"
"AIRTEL","4G","download","29308","-76","Haryana"
"JIO","4G","upload","29051","-99","Haryana"
"AIRTEL","4G","upload","4290","-107","Haryana"
"JIO","4G","download","1889","-108","Haryana"
"AIRTEL","4G","upload","6294","-94","Haryana"
"JIO","4G","download","26319","-81","Andhra Pradesh"
"JIO","4G","upload","660","-91","Haryana"
"Vi India","4G","download","7510","-104","Andhra Pradesh"
"AIRTEL","4G","upload","1384","-110","Haryana"
"JIO","4G","download","55562","-106","Gujarat"
"JIO","4G","upload","29465","-64","Haryana"
"JIO","4G","upload","16684","-95","Haryana"
"JIO","4G","download","38498","-104","Haryana"
"JIO","4G","upload","3147","-96","Haryana"
"JIO","4G","download","13743","-83","Orissa"
"JIO","4G","upload","12298","-89","Haryana"
"AIRTEL","4G","upload","3401","-74","Delhi"
"JIO","4G","upload","2764","na","Jammu & Kashmir"
"JIO","4G","upload","5561","-106","Mumbai"
"JIO","4G","upload","54","na","Haryana"
"AIRTEL","4G","download","24818","-97","Haryana"
"JIO","4G","download","26649","-99","UP West"
"AIRTEL","4G","upload","8277","-92","Haryana"
"JIO","4G","upload","475","-110","UP East"
"JIO","4G","upload","14785","-94","Haryana"
"AIRTEL","4G","download","7868","-92","Haryana"
"JIO","4G","upload","4513","-106","Mumbai"
"JIO","4G","download","36803","-80","Haryana"
"AIRTEL","4G","download","38416","-93","Delhi"
"AIRTEL","4G","download","31080","-94","Haryana"
"JIO","4G","upload","1873","-96","UP West"
"JIO","4G","download","81937","-90","Delhi"
"JIO","4G","download","496","-102","Haryana"
"JIO","4G","download","7151","-105","Haryana"
"JIO","4G","upload","6073","-73","Haryana"
"AIRTEL","4G","upload","4634","-90","Haryana"
"JIO","4G","download","82256","-90","Delhi"
"AIRTEL","4G","upload","1621","-101","Rajasthan"
"JIO","4G","upload","19947","-89","Haryana"
"AIRTEL","4G","download","374","-102","Haryana"
"AIRTEL","4G","upload","8827","-78","Haryana"
"JIO","4G","upload","604","-99","Madhya Pradesh"
"AIRTEL","4G","download","24292","-95","Haryana"
"JIO","4G","upload","5717","-96","Mumbai"
"JIO","4G","download","20075","-106","Haryana"
"AIRTEL","4G","upload","5128","-101","Haryana"
"AIRTEL","4G","download","16524","-101","Haryana"
"JIO","4G","upload","2017","-78","Haryana"
"JIO","4G","download","9331","-76","Mumbai"
"JIO","4G","download","6544","-108","Karnataka"
"AIRTEL","4G","download","30422","-81","Rajasthan"
"JIO","4G","download","52045","-90","Delhi"
"JIO","4G","upload","5879","-96","Tamil Nadu"
"JIO","4G","download","6873","-103","Haryana"
"AIRTEL","4G","download","4047","-112","Bihar"
"AIRTEL","4G","upload","5550","-102","Madhya Pradesh"
"AIRTEL","4G","download","69055","-103","Haryana"
"AIRTEL","4G","download","29194","-73","Haryana"
"AIRTEL","4G","download","31897","-96","Haryana"
"JIO","4G","upload","5840","-77","Andhra Pradesh"
"AIRTEL","4G","upload","1489","-99","UP East"
"AIRTEL","4G","download","2497","-90","Haryana"
"AIRTEL","4G","upload","4592","-84","Haryana"
"AIRTEL","4G","download","11340","-98","Haryana"
"AIRTEL","4G","download","28917","na","Haryana"
"AIRTEL","4G","download","17369","-99","Haryana"
"AIRTEL","4G","download","1119","-106","Haryana"
"AIRTEL","4G","download","13203","-96","Haryana"
"JIO","4G","download","10969","-111","Maharashtra"
"AIRTEL","4G","download","4108","-111","Haryana"
"Vi India","4G","upload","7471","-100","Gujarat"
"JIO","4G","upload","252","-105","Haryana"
"AIRTEL","4G","upload","5796","-83","Haryana"
"AIRTEL","4G","download","79726","-93","Andhra Pradesh"
"JIO","4G","upload","4846","-82","Haryana"
"JIO","4G","upload","30","-104","Kerala"
"JIO","4G","upload","200","-102","Haryana"
"AIRTEL","4G","upload","1111","-112","Haryana"
"JIO","4G","upload","8609","-90","Kolkata"
"JIO","4G","download","59342","-90","Rajasthan"
"JIO","4G","upload","9056","-90","UP East"
"AIRTEL","4G","download","4753","-98","Haryana"
"JIO","4G","upload","7551","-90","Rajasthan"
"JIO","4G","upload","6534","-90","Kolkata"
"JIO","4G","download","3045","-110","Himachal Pradesh"
"JIO","4G","download","78571","-90","Kolkata"
"Vi India","4G","upload","33572","-75","Gujarat"
"JIO","4G","download","48004","-90","Kolkata"
"JIO","4G","download","29554","-83","Haryana"
"AIRTEL","4G","download","14820","-90","Maharashtra"
"Vi India","4G","upload","974","-102","Kerala"
"JIO","4G","download","80308","-90","Bihar"
"AIRTEL","4G","download","26370","-89","Haryana"
"AIRTEL","4G","download","10999","-111","Madhya Pradesh"
"AIRTEL","4G","download","13958","-106","Bihar"
"AIRTEL","4G","download","1085","-105","Haryana"
"AIRTEL","4G","download","12590","-76","Haryana"
"JIO","4G","upload","4520","-90","Bihar"
"JIO","4G","upload","2437","-102","Punjab"
"AIRTEL","4G","upload","1155","-111","Rajasthan"
"Vi India","4G","download","14334","-110","Tamil Nadu"
"JIO","4G","download","4457","-108","Haryana"
"AIRTEL","4G","download","25121","-87","Haryana"
"AIRTEL","4G","upload","1804","-95","Chennai"
"JIO","4G","download","3139","-107","Haryana"
"AIRTEL","4G","upload","74795","-85","Andhra Pradesh"
"AIRTEL","4G","upload","4123","-88","Haryana"
"AIRTEL","4G","upload","1145","-99","Haryana"
"JIO","4G","download","60462","-90","Rajasthan"
"JIO","4G","download","6660","-102","Haryana"
"JIO","4G","upload","8538","-90","Bihar"
"JIO","4G","upload","5578","-84","Haryana"
"AIRTEL","4G","upload","107","-107","Haryana"
"JIO","4G","download","3680","-100","Karnataka"
"JIO","4G","upload","2911","-90","Kolkata"
"AIRTEL","4G","upload","2153","-109","Haryana"
"JIO","4G","download","139","-90","UP East"
"AIRTEL","4G","download","12768","-97","Maharashtra"
"JIO","4G","upload","2339","-77","Haryana"
"JIO","4G","download","7248","-108","Bihar"
"AIRTEL","4G","download","4461","-89","Haryana"
"JIO","4G","download","1652","-102","Punjab"
"JIO","4G","upload","47102","-89","Delhi"
"AIRTEL","4G","download","9669","-95","Haryana"
"JIO","4G","upload","5704","-75","Delhi"
"JIO","4G","upload","444","-90","UP East"
"JIO","4G","download","77390","-90","Rajasthan"
"AIRTEL","4G","download","3398","-110","Kerala"
"JIO","4G","upload","9811","-90","Rajasthan"
"AIRTEL","4G","upload","4924","-87","Haryana"
"JIO","4G","download","9800","-96","Haryana"
"JIO","4G","download","1303","-106","Haryana"
"JIO","4G","download","8141","na","Tamil Nadu"
"JIO","4G","upload","4720","-104","Rajasthan"
"JIO","4G","download","64924","-90","Bihar"
"Vi India","4G","download","2147","-110","Maharashtra"
"JIO","4G","download","3208","-106","Haryana"
"AIRTEL","4G","upload","171","na","Kerala"
"JIO","4G","download","83534","-90","Delhi"
"JIO","4G","download","19970","-90","Andhra Pradesh"
"AIRTEL","4G","upload","742","na","Haryana"
"JIO","4G","download","2004","-104","Mumbai"
"JIO","4G","upload","4800","-90","Tamil Nadu"
"JIO","4G","upload","5000","-90","Bihar"
"JIO","4G","upload","6606","-90","Delhi"
"JIO","4G","upload","6131","-90","Bihar"
"JIO","4G","upload","295","-109","Haryana"
"AIRTEL","4G","download","7001","-81","Haryana"
"JIO","4G","download","20967","-96","Haryana"
"AIRTEL","4G","upload","107","-111","Haryana"
"AIRTEL","4G","download","21247","-105","Haryana"
"JIO","4G","download","4460","-81","Rajasthan"
"AIRTEL","4G","upload","4071","-94","Haryana"
"JIO","4G","download","5841","-111","Delhi"
"AIRTEL","4G","download","3566","-73","Haryana"
"AIRTEL","4G","upload","182","-98","Haryana"
"JIO","4G","download","45054","-90","Kolkata"
"AIRTEL","4G","upload","2285","-91","Haryana"
"AIRTEL","4G","upload","6164","-91","Haryana"
"JIO","4G","upload","361","-90","UP East"
